Date,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2005-07-15,10960,11000,10780,10840,8409.640625,26105000,8461.359375,8409.640039
2005-07-18,10860,11040,10820,10980,8518.253906,21220000,8471.704427,8459.291016
2005-07-19,11000,11240,10980,11220,8704.445313,33785000,8544.113281,8521.355469
2005-07-20,11240,11340,11100,11160,8657.895508,30025000,8626.864909,8555.49082
2005-07-21,11300,11360,11160,11260,8735.475586,26780000,8699.272136,8605.142188
2005-07-22,11180,11200,10920,11040,8564.796875,27575000,8652.722656,8636.173438
2005-07-25,11040,11140,11040,11100,8611.347656,18455000,8637.206706,8654.792188
2005-07-26,11120,11160,10940,11020,8549.287109,20630000,8575.14388,8623.760547
2005-07-27,11040,11180,10960,11020,8549.287109,18430000,8569.973958,8602.038867
2005-07-28,11040,11320,11040,11200,8688.926758,23655000,8595.833659,8592.729101
2005-07-29,11320,11320,11200,11300,8766.505859,17875000,8668.239909,8633.070898
2005-08-01,11320,11380,11220,11380,8828.572266,16470000,8761.334961,8676.51582
2005-08-02,11400,11420,11240,11360,8813.053711,14250000,8802.710612,8729.269141
2005-08-03,11500,11540,11360,11360,8813.053711,23635000,8818.226563,8782.022461
2005-08-04,11360,11380,11200,11320,8782.021484,18370000,8802.709635,8800.641406
2005-08-05,11220,11220,10960,11060,8580.31543,30100000,8725.130208,8763.40332
2005-08-08,11040,11040,10860,11020,8549.287109,18285000,8637.208008,8707.546289
2005-08-09,11020,11060,10900,11000,8533.768555,20325000,8554.457031,8651.689258
2005-08-10,11100,11240,11060,11100,8611.347656,16480000,8564.801107,8611.348047
2005-08-11,11100,11400,11100,11340,8797.541992,19885000,8647.552734,8614.452148
2005-08-12,11380,11580,11380,11560,8968.214844,24480000,8792.368164,8692.032031
2005-08-15,11560,11560,11560,11560,8968.214844,0,8911.323893,8775.817578
2005-08-16,11560,11640,11380,11440,8875.118164,26040000,8937.182617,8844.0875
2005-08-17,11320,11440,11200,11440,8875.118164,20420000,8906.150391,8896.841602
2005-08-18,11440,11460,11060,11100,8611.347656,33515000,8787.194661,8859.602734
2005-08-19,11100,11120,10980,11060,8580.31543,20935000,8688.927083,8782.022852
2005-08-22,11060,11400,11060,11260,8735.475586,19550000,8642.379557,8735.475
2005-08-23,11280,11380,11200,11240,8719.958984,18770000,8678.583333,8704.443164
2005-08-24,11240,11260,10980,11120,8626.864258,23985000,8694.099609,8654.792383
2005-08-25,11060,11100,10880,11040,8564.796875,24360000,8637.206706,8645.482227
2005-08-26,11040,11120,10980,10980,8518.253906,18915000,8569.97168,8633.069922
2005-08-29,10840,10840,10720,10800,8378.607422,18275000,8487.219401,8561.696289
2005-08-30,10880,10960,10660,10820,8394.123047,14915000,8430.328125,8496.529102
2005-08-31,10680,10920,10680,10880,8440.672852,12205000,8404.467774,8459.29082
2005-09-01,10980,11040,10940,10980,8518.253906,11970000,8451.016602,8449.982227
2005-09-02,10980,11140,10960,11080,8595.833984,12190000,8518.253581,8465.498242
2005-09-05,11160,11260,11100,11220,8704.445313,10920000,8606.177734,8530.66582
2005-09-06,11260,11520,11260,11380,8828.572266,19050000,8709.617188,8617.555664
2005-09-07,11520,11640,11520,11580,8983.728516,17565000,8838.915365,8726.166797
2005-09-08,11700,11860,11600,11740,9107.859375,34625000,8973.386719,8844.087891
2005-09-09,11700,11820,11660,11780,9138.889648,13105000,9076.825846,8952.699024
2005-09-12,11880,12000,11780,11780,9138.889648,20070000,9128.546224,9039.587891
2005-09-13,11800,12200,11780,12120,9402.661133,34885000,9226.813476,9154.405664
2005-09-14,12100,12300,12040,12260,9511.271484,25585000,9350.940755,9259.914258
2005-09-15,12100,12380,12080,12140,9418.173828,29035000,9444.035482,9321.977148
2005-09-16,12080,12120,11760,11860,9200.956055,30625000,9376.800456,9334.39043
2005-09-19,11860,11860,11860,11860,9200.956055,0,9273.361979,9346.803711
2005-09-20,12000,12060,11840,11860,9200.956055,28045000,9200.956055,9306.462695
2005-09-21,11920,12120,11900,12020,9325.079102,19085000,9242.330404,9269.224219
2005-09-22,11860,12000,11840,12000,9309.5625,16000000,9278.532552,9247.501953
2005-09-23,11840,11980,11660,11700,9076.826172,18675000,9237.155925,9222.675977
2005-09-26,11720,12000,11720,11940,9263.016602,21895000,9216.468425,9235.088086
2005-09-27,11960,11980,11800,11860,9200.956055,15910000,9180.266276,9235.088086
2005-09-28,11800,12000,11740,11960,9278.533203,13505000,9247.501953,9225.778906
2005-09-29,11880,11980,11800,11860,9200.956055,18509700,9226.815104,9204.057617
2005-09-30,11880,12000,11760,11760,9123.375977,21192950,9200.955078,9213.367578
2005-10-03,11760,11760,11760,11760,9123.375977,0,9149.236003,9185.439453
2005-10-04,11800,12140,11800,12060,9356.114258,26986050,9200.955404,9216.471094
2005-10-05,12080,12280,11960,12020,9325.079102,21874300,9268.189779,9225.780274
2005-10-06,11900,11900,11700,11740,9107.859375,20716650,9263.017578,9207.160938
2005-10-07,11560,11760,11520,11660,9045.794922,25602800,9159.5778,9191.644727
2005-10-10,11680,11940,11660,11860,9200.956055,15080150,9118.203451,9207.160742
2005-10-11,11760,11980,11740,11960,9278.533203,10695550,9175.094727,9191.644531
2005-10-12,11860,11880,11540,11560,8968.214844,26597200,9149.234701,9120.27168
2005-10-13,11420,11480,11160,11300,8766.505859,36035800,9004.417969,9052.000977
2005-10-14,11300,11440,11200,11300,8766.505859,31305500,8833.742187,8996.143164
2005-10-17,11200,11380,11200,11260,8735.475586,17525000,8756.162435,8903.04707
2005-10-18,11280,11380,11260,11320,8782.021484,17588650,8761.33431,8803.744726
2005-10-19,11200,11220,11000,11040,8564.796875,18547750,8694.097982,8723.061133
2005-10-20,11200,11220,11040,11120,8626.864258,17849800,8657.894206,8695.132812
2005-10-21,11000,11320,10980,11280,8750.991211,20033250,8647.550781,8692.029883
2005-10-24,11320,11420,11220,11320,8782.021484,16487150,8719.958984,8701.339062
2005-10-25,11440,11560,11280,11300,8766.505859,18269150,8766.506185,8698.235937
2005-10-26,11240,11320,11180,11260,8735.475586,15002350,8761.33431,8732.37168
2005-10-27,11260,11360,11120,11160,8657.895508,19331000,8719.958984,8738.57793
2005-10-28,10980,11020,10900,10920,8471.704102,21614800,8621.691732,8682.720508
2005-10-31,10980,11100,10960,11060,8580.31543,19203500,8569.97168,8642.379297
2005-11-01,11200,11360,11180,11300,8766.505859,29155950,8606.17513,8642.379297
2005-11-02,11280,11600,11280,11500,8921.666992,15716000,8756.16276,8679.617578
2005-11-03,11760,11840,11700,11740,9107.859375,22394000,8932.010742,8769.610352
2005-11-04,11940,12000,11860,11980,9294.051758,24807150,9107.859375,8934.079883
2005-11-07,12040,12060,11820,11960,9278.533203,12834600,9226.814779,9073.723437
2005-11-08,12000,12060,11940,12040,9340.597656,12065550,9304.394206,9188.541797
2005-11-09,12020,12140,11920,12000,9309.5625,14940450,9309.564453,9266.120898
2005-11-10,12020,12140,11980,12100,9387.143555,17080450,9345.767904,9321.977734
2005-11-11,12340,12480,12280,12360,9588.851563,29524650,9428.519206,9380.937695
2005-11-14,12420,12580,12320,12520,9712.982422,20931600,9562.992513,9467.827539
2005-11-15,12520,12580,12220,12400,9619.883789,14063750,9640.572591,9523.684766
2005-11-16,12320,12600,12320,12600,9775.043945,14038850,9702.636719,9616.781055
2005-11-17,12540,12560,12380,12480,9681.948242,12542600,9692.291992,9675.741992
2005-11-18,12500,12600,12380,12520,9712.982422,14163300,9723.32487,9700.568164
2005-11-21,12640,12640,12240,12360,9588.851563,24063600,9661.260742,9675.741992
2005-11-22,12220,12240,11740,11840,9185.436523,45564250,9495.756836,9588.852539
2005-11-23,12000,12260,11980,12140,9418.173828,42389900,9397.487305,9517.478516
2005-11-24,12360,12360,12100,12160,9433.695313,15155400,9345.768555,9467.82793
2005-11-25,12160,12220,11920,12000,9309.5625,15658550,9387.14388,9387.143945
2005-11-28,12000,12060,11920,12020,9325.079102,9434350,9356.112305,9334.389453
2005-11-29,11960,12040,11760,11880,9216.46875,17159050,9283.703451,9340.595899
2005-11-30,11860,12080,11860,12000,9309.5625,17308450,9283.703451,9318.873633
2005-12-01,11920,12160,11900,12100,9387.143555,19357700,9304.391602,9309.563281
2005-12-02,12400,12460,12280,12340,9573.336914,19342900,9423.347656,9362.318164
2005-12-05,12440,12500,12360,12460,9666.430664,12418300,9542.303711,9430.588477
2005-12-06,12380,12620,12340,12600,9775.043945,21114200,9671.603841,9542.303516
2005-12-07,12600,12900,12480,12780,9914.688477,26531300,9785.387695,9663.328711
2005-12-08,12700,12800,12520,12640,9806.074219,26904650,9831.935547,9747.114844
2005-12-09,12560,12620,12260,12420,9635.400391,23027250,9785.387696,9759.527539
2005-12-12,12440,12560,12340,12360,9588.851563,18588950,9676.775391,9744.011719
2005-12-13,12420,12460,12260,12400,9619.883789,16596150,9614.711914,9712.979688
2005-12-14,12440,12540,12160,12220,9480.239258,26300350,9562.991537,9626.089844
2005-12-15,12180,12320,12020,12180,9449.209961,18607050,9516.444336,9554.716992
2005-12-16,12120,12120,11860,12000,9309.5625,29408600,9413.003906,9489.549414
2005-12-19,12140,12280,12040,12180,9449.209961,17987750,9402.660807,9461.621094
2005-12-20,12060,12280,12040,12240,9495.75293,17198500,9418.17513,9436.794922
2005-12-21,12280,12700,12280,12560,9744.012695,25337350,9562.991862,9489.549609
2005-12-22,12700,12940,12620,12680,9837.107422,28095000,9692.291016,9567.129102
2005-12-23,12840,13040,12720,12900,10007.78223,28658350,9862.967448,9706.773047
2005-12-26,13000,13260,12980,13080,10147.42481,17830000,9997.438151,9846.416016
2005-12-27,13180,13280,12960,13220,10256.03906,18003350,10137.08203,9998.473242
2005-12-28,13160,13260,13100,13220,10256.03906,21403250,10219.83431,10100.87852
2005-12-29,13200,13400,13140,13160,10209.49121,20916500,10240.52311,10175.35527
2006-01-02,13280,13360,13120,13200,10240.51953,16985900,10235.34994,10221.90273
2006-01-03,13200,13320,13120,13280,10302.58594,17385550,10250.86556,10252.93496
2006-01-04,13500,14000,13460,13940,10814.61035,38604500,10452.57194,10364.64922
2006-01-05,13900,13900,13420,13580,10535.32715,25783750,10550.84115,10420.50684
2006-01-06,13700,13760,13580,13680,10612.9082,17394550,10654.2819,10501.19023
2006-01-09,13900,13940,13660,13740,10659.45117,14995150,10602.56217,10584.97656
2006-01-10,13900,14020,13760,14020,10876.67481,23642650,10716.34473,10699.79434
2006-01-11,13860,13960,13580,13680,10612.9082,17463600,10716.34473,10659.45391
2006-01-12,13680,13840,13620,13720,10643.93359,20117150,10711.1722,10681.1752
2006-01-13,13540,13880,13360,13840,10737.03418,23698600,10664.62533,10706.00039
2006-01-16,14000,14140,13920,14120,10954.25684,19141550,10778.4082,10764.96152
2006-01-17,14140,14420,13940,13940,10814.61035,21328900,10835.30046,10752.54863
2006-01-18,13700,13780,13460,13600,10550.84082,30346800,10773.236,10740.13516
2006-01-19,13640,13900,13600,13800,10705.99805,19527000,10690.48307,10752.54805
2006-01-20,14040,14160,13700,13740,10659.45117,23040500,10638.76335,10737.03145
2006-01-23,13540,13900,13420,13700,10628.41992,26815250,10664.62305,10671.86406
2006-01-24,13660,14000,13600,13940,10814.61035,29027200,10700.82715,10671.86406
2006-01-25,14180,14400,14100,14220,11031.83398,29240350,10824.95475,10768.0627
2006-01-26,14280,14360,14100,14340,11124.92969,18556250,10990.45801,10851.84902
2006-01-27,14400,14480,14260,14400,11171.48047,15678300,11109.41471,10954.25488
2006-01-31,14460,14820,14380,14800,11481.79883,22323350,11259.403,11124.93066
2006-02-01,14700,14860,14460,14580,11311.12012,22008350,11321.46647,11224.23262
2006-02-02,14760,14780,14400,14500,11249.05762,19091550,11347.32552,11267.67734
2006-02-03,14360,14360,14040,14080,10923.22363,22207700,11161.13379,11227.33613
2006-02-06,14000,14120,13860,14120,10954.25684,21292250,11042.17936,11183.89141
2006-02-07,14180,14600,14120,14120,10954.25684,16585550,10943.91244,11078.38301
2006-02-08,14000,14180,13700,13820,10721.51465,19114600,10876.67611,10960.46191
2006-02-09,13920,13940,13740,13860,10752.54883,18383250,10809.4401,10861.16016
2006-02-10,13840,13920,13580,13740,10659.45117,21849750,10711.17155,10808.40566
2006-02-13,13720,13740,13360,13500,10473.26074,24189900,10628.42025,10712.20645
2006-02-14,13400,13540,13260,13460,10442.22852,25982850,10524.98014,10609.80078
2006-02-15,13560,13560,13080,13080,10147.42481,33419850,10354.30469,10494.98281
2006-02-16,13020,13140,12920,13140,10193.97266,24749200,10261.20866,10383.26758
2006-02-17,13220,13480,13200,13460,10442.22852,21790650,10261.20866,10339.82305
2006-02-20,13360,13680,13340,13660,10597.38477,16332050,10411.19531,10364.64785
2006-02-21,13640,13660,13400,13460,10442.22852,17356300,10493.94727,10364.64785
2006-02-22,13380,13580,13260,13400,10395.68457,24953700,10478.43262,10414.2998
2006-02-23,13420,13680,13420,13620,10566.35645,16389950,10468.08984,10488.77656
2006-02-24,13560,13640,13500,13540,10504.29004,14116450,10488.77702,10501.18887
2006-02-27,13560,13820,13540,13820,10721.51465,11793500,10597.38704,10526.01484
2006-02-28,13880,13960,13660,13740,10659.45117,12647050,10628.41862,10569.45937
2006-03-02,13920,14000,13680,13860,10752.54883,15105700,10711.17155,10640.83223
2006-03-03,13640,13680,13000,13080,10147.42481,37932400,10519.80827,10557.0459
2006-03-06,13120,13160,12980,13160,10209.49121,22717900,10369.82161,10498.08613
2006-03-07,13000,13040,12540,12600,9775.043945,39482000,10043.98665,10308.79199
2006-03-08,12300,12520,12160,12460,9666.430664,49381050,9883.655273,10110.18789
2006-03-09,12320,12580,12220,12360,9588.851563,38599000,9676.775391,9877.448438
2006-03-10,12280,12640,12280,12440,9650.916992,28422100,9635.39974,9778.146875
2006-03-13,12580,12640,12480,12640,9806.074219,19012200,9681.947591,9697.463477
2006-03-14,12560,12640,12380,12480,9681.948242,17767050,9712.979818,9678.844336
2006-03-15,12580,12740,12560,12600,9775.043945,19438500,9754.355469,9700.566992
2006-03-16,12740,12820,12620,12640,9806.074219,14018000,9754.355469,9744.011523
2006-03-17,12580,12800,12440,12740,9883.654297,13567500,9821.59082,9790.558984
2006-03-20,12780,12800,12560,12780,9914.688477,9950600,9868.138998,9812.281836
2006-03-21,12760,12800,12600,12680,9837.107422,11453100,9878.483399,9843.313672
2006-03-22,12500,12540,12180,12280,9526.786133,30051700,9759.527344,9793.66211
2006-03-23,12280,12380,12080,12160,9433.695313,25534150,9599.196289,9719.186328
2006-03-24,12160,12240,12100,12180,9449.209961,17171750,9469.897136,9632.297461
2006-03-27,12100,12580,12100,12500,9697.461914,19508950,9526.789063,9588.852149
2006-03-28,12320,12600,12320,12560,9744.012695,15167900,9630.22819,9570.233203
2006-03-29,12420,12520,12300,12520,9712.982422,15189400,9718.152344,9607.472461
2006-03-30,12640,12680,12360,12460,9666.430664,14663350,9707.808594,9654.019531
2006-03-31,12400,12600,12360,12600,9775.043945,20635450,9718.152344,9719.186328
2006-04-03,12720,12960,12640,12880,9992.267578,20549650,9811.247396,9778.147461
2006-04-04,12920,13120,12860,13060,10131.91016,19369350,9966.407226,9855.726953
2006-04-05,13100,13220,12900,12980,10069.84863,12634700,10064.67546,9927.100195
2006-04-06,13180,13320,13060,13160,10209.49121,22420200,10137.08333,10035.7123
2006-04-07,13160,13200,12960,13080,10147.42481,17596300,10142.25488,10110.18848
2006-04-10,12900,12980,12740,12840,9961.237305,20369150,10106.05111,10103.98242
2006-04-11,12740,12800,12520,12700,9852.623047,15767900,9987.095052,10048.125
2006-04-12,12640,12660,12520,12600,9775.043945,12271800,9862.968099,9989.164063
2006-04-13,12520,12760,12500,12740,9883.654297,21813050,9837.107096,9923.99668
2006-04-14,12760,13280,12700,13120,10178.45996,32653200,9945.719401,9930.203711
2006-04-17,13200,13220,12900,12980,10069.84863,13798350,10043.98763,9951.925977
2006-04-18,12960,13200,12880,13160,10209.49121,20338250,10152.59994,10023.29961
2006-04-19,13460,13500,13260,13300,10318.10156,21183350,10199.14714,10131.91113
2006-04-20,13300,13440,13220,13260,10287.07129,17605300,10271.55469,10212.59453
2006-04-21,13400,13940,13340,13800,10705.99805,40474150,10437.05697,10318.10215
2006-04-24,13800,13800,13400,13460,10442.22852,31490750,10478.43262,10392.57813
2006-04-25,13160,13440,13060,13200,10240.51953,28671400,10462.91536,10398.78379
2006-04-26,13200,13360,13080,13360,10364.65137,22000500,10349.13314,10408.09375
2006-04-27,13360,13400,13160,13280,10302.58594,19383250,10302.58561,10411.19668
2006-04-28,13240,13240,12860,12880,9992.267578,27901900,10219.83496,10268.45059
2006-05-02,12880,13020,12640,12980,10069.84863,27714750,10121.56738,10193.97461
2006-05-03,12980,13120,12780,12780,9914.688477,21147150,9992.268229,10128.8084
2006-05-04,12780,12940,12700,12920,10023.29688,17803750,10002.61133,10060.5375
2006-05-08,13100,13240,13020,13100,10162.94141,17595050,10033.64225,10032.60859
2006-05-09,13160,13360,13140,13220,10256.03906,18637850,10147.42578,10085.36289
2006-05-10,13220,13300,13040,13100,10162.94141,17858600,10193.97396,10103.98145
2006-05-11,13140,13260,13060,13260,10287.07129,18471150,10235.35059,10178.45801
2006-05-12,13200,13200,12820,13080,10147.42481,24975900,10199.14583,10203.28359
2006-05-15,12920,13000,12780,13000,10085.36328,28216750,10173.28646,10187.76797
2006-05-16,12960,13000,12740,12820,9945.719727,22209700,10059.5026,10125.7041
2006-05-17,12840,13200,12840,13100,10162.94141,22440100,10064.6748,10125.7041
2006-05-18,12760,12880,12660,12820,9945.719727,22060000,10018.12695,10057.43379
2006-05-19,12840,12880,12620,12760,9899.170898,20910000,10002.61068,10007.78301
2006-05-22,12840,12880,12620,12760,9899.170898,22223550,9914.687174,9970.544531
2006-05-23,12300,12660,12220,12600,9775.043945,29837200,9857.795247,9936.409375
2006-05-24,12600,12680,12300,12600,9775.043945,27036100,9816.419596,9858.829883
2006-05-25,12580,12620,12300,12300,9542.304688,24470000,9697.464193,9778.146875
2006-05-26,12520,12640,12340,12420,9635.400391,23180950,9650.916341,9725.392773
2006-05-29,12440,12540,12400,12440,9650.916992,14920000,9609.54069,9675.741992
2006-05-30,12440,12480,12240,12260,9511.271484,20915300,9599.196289,9622.9875
2006-05-31,12440,12540,12400,12440,9650.916992,15162550,9604.368489,9598.162109
2006-06-01,12140,12320,12020,12120,9402.661133,29650600,9521.616536,9570.233398
2006-06-02,12220,12360,12120,12280,9526.786133,19403200,9526.788086,9548.510547
2006-06-05,12360,12380,12200,12260,9511.271484,15993450,9480.239583,9520.581445
2006-06-07,11920,12100,11920,12000,9309.5625,30545950,9449.206706,9480.239648
2006-06-08,11980,11980,11500,11540,8952.698242,41207100,9257.844075,9340.595898
2006-06-09,11560,11660,11460,11500,8921.666992,30558000,9061.309245,9244.39707
2006-06-12,11520,11520,11260,11480,8906.150391,21498400,8926.838542,9120.269922
2006-06-13,11200,11220,10960,10980,8518.253906,41305250,8782.023763,8921.666406
2006-06-14,10880,11220,10820,11060,8580.31543,32644700,8668.239909,8775.816992
2006-06-15,11280,11280,11060,11100,8611.347656,18344000,8569.972331,8707.546875
2006-06-16,11520,11540,11300,11420,8859.602539,28129000,8683.755208,8695.133984
2006-06-19,11420,11520,11220,11300,8766.505859,20069800,8745.818685,8667.205078
2006-06-20,11260,11320,11040,11120,8626.864258,19583950,8750.990885,8688.927148
2006-06-21,11120,11280,11100,11140,8642.37793,13499300,8678.582682,8701.339648
2006-06-22,11300,11440,11200,11320,8782.021484,22982200,8683.754557,8735.474414
2006-06-23,11300,11420,11220,11360,8813.053711,14896500,8745.817708,8726.164648
2006-06-26,11400,11700,11400,11640,9030.28125,22351250,8875.118815,8778.919727
2006-06-27,11700,11800,11660,11660,9045.794922,15767750,8963.043294,8862.705859
2006-06-28,11500,11600,11420,11600,8999.246094,18377100,9025.107422,8934.079492
2006-06-29,11700,11840,11680,11800,9162.304688,15998850,9069.115235,9010.136133
2006-06-30,12140,12180,12040,12060,9364.185547,29176450,9175.245443,9120.3625
2006-07-03,12140,12220,12080,12100,9395.242188,12593400,9307.244141,9193.354688
2006-07-04,12220,12240,12020,12020,9333.128906,9270000,9364.185547,9250.821485
2006-07-05,11700,12100,11700,12060,9364.185547,13375000,9364.185547,9323.809375
2006-07-06,11860,12000,11800,11960,9286.539063,17500000,9327.951172,9348.65625
2006-07-07,12020,12120,12000,12020,9333.128906,14365000,9327.951172,9342.444922
2006-07-10,11880,12140,11780,12120,9410.773438,17315000,9343.480469,9345.551172
2006-07-11,11880,12240,11880,12160,9441.830078,16385000,9395.244141,9367.291406
2006-07-12,12120,12240,11980,12160,9441.830078,23300000,9431.477865,9382.820313
2006-07-13,12000,12180,11900,12000,9317.597656,22835000,9400.419271,9389.032031
2006-07-14,11740,11820,11640,11680,9069.129883,24250000,9276.185872,9336.232227
2006-07-18,11520,11680,11520,11640,9038.072266,14245000,9141.599935,9261.691992
2006-07-19,11600,11760,11600,11600,9007.013672,11125000,9038.07194,9174.728711
2006-07-20,11880,11960,11800,11960,9286.539063,21960000,9110.541667,9143.670508
2006-07-21,11820,11940,11800,11880,9224.418945,8896300,9172.657227,9125.034766
2006-07-24,11740,11880,11660,11800,9162.304688,14934950,9224.420899,9143.669727
2006-07-25,11920,12040,11880,11960,9286.539063,15877650,9224.420899,9193.363086
2006-07-26,11960,12080,11920,11980,9302.067383,7650000,9250.303711,9252.373828
2006-07-27,11980,12100,11880,12080,9379.71582,14995000,9322.774089,9271.00918
2006-07-28,12000,12080,11940,12020,9333.128906,9564450,9338.304036,9292.751172
2006-07-31,12200,12280,12160,12160,9441.830078,23415250,9384.891601,9348.65625
2006-08-01,12180,12300,12100,12100,9395.242188,13372450,9390.067057,9370.396875
2006-08-02,12060,12280,12040,12160,9441.830078,10944800,9426.300781,9398.349414
2006-08-03,12360,12380,12200,12200,9472.888672,12565450,9436.653646,9416.983984
2006-08-04,12240,12340,12240,12300,9550.540039,8121450,9488.419596,9460.466211
2006-08-07,12380,12380,12080,12120,9410.773438,15051350,9478.067383,9454.254883
2006-08-08,12100,12340,12100,12300,9550.540039,13598300,9503.951172,9485.314453
2006-08-09,12300,12460,12180,12320,9566.067383,15112800,9509.126953,9510.161914
2006-08-10,12320,12400,12180,12240,9503.950195,15694950,9540.185872,9516.374219
2006-08-11,12340,12440,12140,12140,9426.304688,16574950,9498.774089,9491.527149
2006-08-14,12200,12220,12000,12100,9395.242188,17105950,9441.832357,9488.420899
2006-08-16,12360,12440,12280,12360,9597.12793,19587150,9472.891602,9497.738477
2006-08-17,12600,12940,12580,12880,10000.88965,38826150,9664.419922,9584.70293
2006-08-18,13000,13300,12940,13120,10187.24023,37509050,9928.419271,9721.360938
2006-08-21,13200,13360,13100,13140,10202.77051,17145000,10130.30013,9876.654102
2006-08-22,12960,13160,12960,13160,10218.29981,19445000,10202.77018,10041.26563
2006-08-23,13080,13160,12880,12920,10031.94727,14711500,10151.00586,10128.22949
2006-08-24,12780,12820,12620,12720,9876.650391,17782500,10042.29915,10103.38164
2006-08-25,12840,13020,12780,12920,10031.94727,15981600,9980.181641,10072.32305
2006-08-28,13000,13040,12860,12860,9985.358398,10722200,9964.652018,10028.84063
2006-08-29,13040,13220,13000,13180,10233.82813,15312250,10083.71126,10031.94629
2006-08-30,13200,13220,12980,13100,10171.70898,13979500,10130.2985,10059.89863
2006-08-31,13080,13240,13000,13000,10094.06152,20178950,10166.53288,10103.38086
2006-09-01,13040,13140,12980,13060,10140.65332,8951400,10135.47461,10125.12207
2006-09-04,13240,13240,13100,13160,10218.29981,8986350,10151.00488,10171.71035
2006-09-05,13120,13200,13040,13160,10218.29981,7216450,10192.41764,10168.60469
2006-09-06,13160,13160,13020,13080,10156.18164,7866200,10197.59375,10165.49922
2006-09-07,12920,13020,12860,12980,10078.5332,10126650,10151.00488,10162.39355
2006-09-08,12880,13000,12880,12940,10047.47656,7533050,10094.0638,10143.7582
2006-09-11,12940,12980,12660,12720,9876.650391,18312850,10000.88672,10075.42832
2006-09-12,12760,12840,12580,12640,9814.536133,17687250,9912.887696,9994.675586
2006-09-13,12800,12900,12740,12840,9969.832031,24360250,9887.006185,9957.405664
2006-09-14,12840,13100,12820,13100,10171.70898,31021950,9985.359049,9976.04082
2006-09-15,13060,13160,13020,13120,10187.24023,11988600,10109.59375,10003.99355
2006-09-18,13140,13580,13140,13460,10451.23731,26352850,10270.06217,10118.91094
2006-09-19,13460,13560,13420,13440,10435.70801,12795650,10358.06185,10243.14531
2006-09-20,13260,13380,13180,13340,10358.06152,14816350,10415.00228,10320.79121
2006-09-21,13480,13540,13280,13300,10327.00391,13060450,10373.59115,10351.8502
2006-09-22,13160,13220,13040,13080,10156.18164,11768200,10280.41569,10345.63848
2006-09-25,13000,13160,12960,13060,10140.65332,12493150,10207.94629,10283.52168
2006-09-26,13080,13160,12920,13020,10109.59766,12855500,10135.47754,10218.29961
2006-09-27,13100,13260,13100,13260,10295.94727,15073400,10182.06608,10205.87676
2006-09-28,13240,13440,13200,13360,10373.59375,17199900,10259.71289,10215.19473
2006-09-29,13380,13440,13220,13280,10311.47559,10884050,10327.00553,10246.25352
2006-10-02,13180,13380,13180,13300,10327.00391,13336800,10337.35775,10283.52363
2006-10-04,13180,13200,12940,12960,10063.00488,19646300,10233.82813,10274.20508
2006-10-09,13040,13140,12500,12700,9861.125977,28756900,10083.71159,10187.24082
2006-10-10,12840,13000,12800,12840,9969.832031,9863750,9964.654297,10106.48848
2006-10-11,12700,12880,12660,12820,9954.299805,10532750,9928.419271,10035.05332
2006-10-12,12720,12900,12680,12780,9923.242188,17850550,9949.124675,9954.300977
2006-10-13,12900,12960,12840,12880,10000.88965,13492650,9959.477214,9941.87793
2006-10-16,13040,13160,12920,13000,10094.06152,16781050,10006.06445,9988.465039
2006-10-17,13000,13020,12840,12940,10047.47656,9174650,10047.47591,10003.99395
2006-10-18,12820,12880,12720,12840,9969.832031,16155300,10037.12337,10007.10039
2006-10-19,12900,12960,12640,12720,9876.650391,16716600,9964.652995,9997.782031
2006-10-20,12700,12760,12580,12640,9814.536133,23209700,9887.006185,9960.511328
2006-10-23,12620,12620,12400,12500,9705.831055,21650650,9799.00586,9882.865235
2006-10-24,12600,12660,12460,12540,9736.890625,18173600,9752.419271,9820.748047
2006-10-25,12480,12620,12420,12500,9705.831055,17740950,9716.184245,9767.947852
2006-10-26,12540,12680,12500,12580,9767.947266,16658100,9736.889649,9746.207227
2006-10-27,12580,12580,12320,12400,9628.183594,22082550,9700.653972,9708.936719
2006-10-30,12340,12380,12140,12180,9457.357422,20122000,9617.829427,9659.241992
2006-10-31,12140,12320,12060,12220,9488.417969,24140400,9524.652995,9609.547461
2006-11-01,12360,12400,12260,12300,9550.540039,13952400,9498.77181,9578.489258
2006-11-02,12280,12380,12220,12280,9535.005859,13024450,9524.654622,9531.900977
2006-11-03,12340,12400,12180,12220,9488.417969,14012550,9524.654622,9503.947852
2006-11-06,12180,12200,11980,12100,9395.242188,17439800,9472.888672,9491.524805
2006-11-07,12300,12300,12100,12180,9457.357422,17791800,9447.00586,9485.312695
2006-11-08,12300,12420,12300,12300,9550.540039,13618400,9467.713216,9485.312695
2006-11-09,12400,12620,12360,12620,9799.005859,28261650,9602.301107,9538.112695
2006-11-10,12560,12640,12520,12580,9767.947266,13480750,9705.831055,9594.018555
2006-11-13,12720,12800,12660,12800,9938.773438,16464950,9835.242188,9702.724805
2006-11-14,12960,13000,12880,12940,10047.47656,18685300,9918.065756,9820.748633
2006-11-15,13100,13240,13060,13240,10280.41699,29861150,10088.889,9966.724024
2006-11-16,13520,13520,13140,13140,10202.77051,19037300,10176.88802,10047.47695
2006-11-17,13160,13160,13060,13140,10202.77051,9296700,10228.65267,10134.4416
